userId,235,118758
5,-0.66,
20,-0.16,
21,-0.66,
23,-0.66,
27,-0.66,
29,-0.66,
32,-0.66,
46,1.34,
54,-0.66,
58,-0.16,
69,-1.66,
88,0.34,
91,-0.16,
100,0.34,
101,-0.66,
104,0.34,
108,1.34,
112,0.34,
133,-0.66,
134,-0.66,
147,-0.66,
152,-0.16,
154,0.34,
158,1.34,
202,-0.66,
204,0.84,
215,0.34,
224,0.34,
228,-0.66,
249,-0.66,
263,1.34,
264,-1.66,
278,-0.16,
283,0.34,
295,-0.66,
310,-0.66,
330,0.34,
348,0.84,
358,-0.66,
381,-0.66,
387,0.34,
394,1.34,
406,-1.66,
413,0.84,
414,0.34,
425,0.84,
427,0.34,
435,-0.66,
445,-1.66,
448,1.34,
457,0.34,
461,-0.66,
463,-0.66,
466,-0.66,
473,1.34,
490,1.34,
492,0.34,
496,0.34,
525,0.34,
532,0.84,
537,-0.16,
552,-2.66,
566,-0.66,
569,-0.66,
579,-0.66,
587,1.34,
603,-0.66,
614,-0.66,
620,-0.66,
647,-0.16,
648,0.34,
650,0.84,
652,1.34,
662,-0.16,
672,0.34,
699,-0.66,
702,0.34,
705,-0.66,
710,0.34,
721,-0.66,
722,1.34,
725,1.34,
741,0.84,
749,1.34,
775,1.34,
777,0.34,
782,-1.66,
796,0.34,
799,-1.66,
802,0.34,
846,-0.66,
848,-0.66,
853,-0.66,
857,-1.66,
868,0.84,
903,0.34,
907,0.84,
910,-0.66,
911,-0.66,
918,0.34,
920,-0.66,
936,0.34,
950,-0.66,
955,-0.66,
971,-0.16,
978,1.34,
982,-0.16,
984,-2.66,
986,0.34,
993,1.34,
1007,-0.66,
1011,1.34,
1012,0.34,
1030,-0.66,
1041,-0.66,
1045,0.34,
1052,-0.66,
1058,-0.66,
1072,-0.66,
1082,0.34,
1087,-0.66,
1093,-1.66,
1095,-2.66,
1102,1.34,
1105,0.34,
1116,-2.66,
1126,-0.66,
1133,0.34,
1144,-0.66,
1147,-0.16,
1154,0.34,
1165,0.34,
1174,-0.66,
1186,-0.66,
1191,0.34,
1200,0.34,
1208,0.34,
1209,-0.16,
1212,0.34,
1215,-0.66,
1222,0.34,
1228,0.34,
1258,0.34,
1259,1.34,
1264,-0.66,
1276,0.34,
1280,-0.66,
1296,1.34,
1301,-0.66,
1313,1.34,
1326,0.34,
1338,-0.16,
1350,-1.66,
1357,-0.66,
1359,0.34,
1362,0.34,
1376,1.34,
1391,-2.66,
1392,0.34,
1400,0.34,
1403,-2.66,
1406,-3.16,
1411,0.34,
1412,1.34,
1422,0.34,
1423,1.34,
1436,-0.66,
1439,0.84,
1450,-0.66,
1453,0.34,
1470,0.34,
1500,0.34,
1507,-0.66,
1513,0.34,
1514,0.34,
1515,0.84,
1523,-0.66,
1525,-0.16,
1530,-1.66,
1555,-0.66,
1567,1.34,
1568,-0.16,
1592,1.34,
1595,-0.66,
1616,-1.16,
1617,-0.66,
1627,0.34,
1628,-1.66,
1635,-0.66,
1638,0.34,
1640,-1.16,
1643,-2.66,
1644,0.84,
1645,0.34,
1667,0.34,
1672,-0.66,
1676,0.34,
1698,-0.66,
1702,-0.66,
1709,0.34,
1715,1.34,
1718,0.34,
1729,0.34,
1753,-0.66,
1763,0.34,
1764,-1.66,
1769,-0.16,
1771,-0.66,
1772,-0.66,
1792,-0.66,
1807,-0.66,
1808,-0.66,
1813,0.34,
1815,-0.66,
1825,0.34,
1845,-0.66,
1849,-0.16,
1851,0.34,
1855,-0.66,
1864,-0.66,
1869,1.34,
1876,-1.66,
1889,0.34,
1902,-0.16,
1908,0.34,
1928,1.34,
1931,-0.66,
1937,0.34,
1942,0.34,
1951,-0.16,
1963,-0.16,
1970,0.34,
1972,0.34,
1983,1.34,
1985,-0.66,
2001,-0.16,
2006,-0.66,
2008,-1.66,
2013,0.84,
2034,0.84,
2051,-1.16,
2066,-0.66,
2071,-0.16,
2080,-0.66,
2083,0.34,
2084,-2.66,
2088,-0.66,
2094,1.34,
2099,0.34,
2116,1.34,
2126,0.34,
2127,0.34,
2130,-0.66,
2139,-0.16,
2171,0.34,
2191,-0.66,
2198,0.34,
2209,-0.66,
2229,-0.66,
2232,-0.16,
2233,1.34,
2234,0.84,
2241,0.34,
2256,-1.66,
2257,-0.66,
2261,-0.66,
2269,1.34,
2270,-1.66,
2271,-0.66,
2278,0.34,
2279,-0.16,
2296,-0.66,
2311,-0.66,
2313,1.34,
2323,-0.66,
2324,-2.66,
2330,0.84,
2344,1.34,
2349,1.34,
2352,-1.66,
2362,-3.16,
2378,0.34,
2397,-0.66,
2412,0.34,
2424,1.34,
2430,0.34,
2436,0.34,
2462,-1.66,
2467,0.34,
2468,-0.66,
2476,0.34,
2514,1.34,
2527,-1.66,
2540,0.34,
2543,0.34,
2554,1.34,
2558,-1.16,
2562,-0.66,
2568,-2.66,
2576,-1.66,
2577,-0.66,
2580,0.34,
2590,1.34,
2595,0.34,
2602,-0.66,
2614,-0.66,
2616,-0.66,
2631,-0.66,
2633,1.34,
2638,1.34,
2640,0.34,
2643,-1.66,
2647,-0.66,
2649,-1.66,
2653,0.34,
2661,0.84,
2669,0.34,
2671,0.34,
2675,-0.66,
2678,0.34,
2691,0.84,
2707,-2.66,
2711,0.34,
2720,-0.66,
2732,-0.66,
2734,-0.66,
2740,0.34,
2743,-2.66,
2757,0.34,
2762,0.34,
2772,-0.66,
2773,0.34,
2777,0.34,
2780,0.34,
2784,0.34,
2793,0.34,
2816,0.84,
2841,-0.66,
2842,0.34,
2848,1.34,
2883,0.34,
2885,0.34,
2900,1.34,
2902,1.34,
2903,0.34,
2910,1.34,
2914,-0.16,
2915,-0.66,
2919,0.34,
2926,0.34,
2937,1.34,
2942,0.34,
2945,-0.16,
2958,-0.66,
2974,1.34,
2979,-0.66,
2982,0.34,
2988,-0.16,
3011,0.34,
3013,-0.66,
3018,0.34,
3020,-0.66,
3028,0.84,
3031,-0.66,
3033,0.34,
3051,0.34,
3053,0.34,
3068,1.34,
3072,0.34,
3074,0.34,
3080,0.34,
3086,-1.66,
3090,-0.66,
3094,-0.16,
3097,1.34,
3101,0.34,
3109,-0.66,
3138,0.34,
3148,0.34,
3184,0.84,
3192,1.34,
3197,-0.66,
3199,0.34,
3202,1.34,
3207,-1.66,
3208,1.34,
3236,-2.66,
3239,1.34,
3249,-0.66,
3254,-3.16,
3257,1.34,
3264,-0.66,
3268,0.84,
3269,1.34,
3273,0.34,
3274,0.34,
3275,1.34,
3284,0.84,
3295,0.84,
3311,-0.66,
3316,-0.66,
3318,1.34,
3327,0.84,
3338,-1.66,
3340,1.34,
3352,0.34,
3360,0.34,
3369,0.34,
3371,-0.66,
3393,-0.16,
3398,0.34,
3399,-0.66,
3406,-0.66,
3417,0.84,
3427,-0.66,
3433,1.34,
3435,0.34,
3439,-0.66,
3450,0.34,
3473,-0.16,
3490,-0.16,
3499,-0.66,
3502,1.34,
3504,1.34,
3515,1.34,
3534,1.34,
3538,0.34,
3543,-0.16,
3545,-0.66,
3565,0.34,
3569,0.34,
3572,0.34,
3576,-0.16,
3585,-0.66,
3589,-0.66,
3604,1.34,
3609,-0.66,
3621,-1.66,
3622,-2.66,
3625,0.34,
3628,1.34,
3629,0.34,
3639,0.84,
3641,-0.16,
3648,0.34,
3651,-0.66,
3654,0.34,
3660,-1.16,
3664,0.34,
3670,-0.66,
3673,-0.66,
3676,-0.16,
3681,0.34,
3688,-0.16,
3697,-0.16,
3700,1.34,
3704,1.34,
3726,-0.66,
3728,-0.66,
3729,-2.66,
3743,-1.66,
3768,1.34,
3793,0.34,
3797,-1.66,
3803,-0.66,
3816,1.34,
3827,0.34,
3851,-0.66,
3858,-1.16,
3862,-0.66,
3870,0.34,
3874,-0.66,
3890,1.34,
3894,0.84,
3899,-1.66,
3907,-0.16,
3928,0.34,
3930,0.34,
3934,-0.66,
3955,0.34,
3965,-0.16,
3984,-0.66,
3990,-1.66,
3998,1.34,
3999,0.84,
4008,0.34,
4020,-2.66,
4084,1.34,
4087,-0.66,
4101,-0.66,
4105,0.34,
4110,0.34,
4116,1.34,
4125,-1.66,
4129,-0.16,
4133,-1.66,
4135,0.34,
4137,0.34,
4138,0.34,
4140,-2.66,
4150,1.34,
4155,1.34,
4158,0.34,
4178,-2.66,
4191,0.34,
4193,1.34,
4197,0.34,
4215,1.34,
4222,0.84,
4229,-1.66,
4237,1.34,
4254,0.34,
4275,-0.66,
4276,0.34,
4285,0.34,
4287,0.34,
4290,-1.66,
4295,0.34,
4302,-0.16,
4324,0.34,
4331,0.34,
4347,-0.66,
4358,0.34,
4366,1.34,
4367,-1.66,
4369,0.34,
4370,-1.66,
4392,0.34,
4402,1.34,
4417,-0.16,
4420,-1.66,
4421,0.34,
4423,0.34,
4436,-0.66,
4454,0.84,
4459,-2.66,
4466,1.34,
4469,0.34,
4497,-0.66,
4507,0.34,
4526,-0.66,
4529,0.84,
4531,0.34,
4548,0.34,
4551,0.34,
4556,0.34,
4560,-0.66,
4562,0.34,
4563,0.34,
4569,-0.66,
4581,1.34,
4590,0.34,
4594,1.34,
4598,-0.16,
4601,-1.66,
4603,-0.66,
4615,-0.16,
4618,1.34,
4619,0.34,
4624,-0.66,
4629,-0.16,
4635,-0.66,
4636,1.34,
4642,-0.66,
4644,-0.66,
4649,-0.66,
4661,0.34,
4664,-0.66,
4671,-0.66,
4677,0.34,
4686,0.84,
4695,-0.66,
4696,0.34,
4699,-1.66,
4701,-0.66,
4702,-0.66,
4721,1.34,
4722,-0.66,
4728,0.34,
4736,-0.66,
4758,-0.66,
4759,1.34,
4763,1.34,
4765,0.34,
4776,0.34,
4784,0.84,
4797,0.34,
4810,-0.66,
4828,0.34,
4832,-0.66,
4864,0.34,
4865,-0.66,
4870,1.34,
4883,0.34,
4884,0.34,
4888,0.34,
4892,-0.66,
4902,-1.66,
4907,-0.66,
4914,0.34,
4916,0.34,
4918,0.34,
4934,1.34,
4941,1.34,
4948,-0.66,
4955,-0.66,
4962,0.34,
4967,-0.66,
4974,-0.16,
4975,0.34,
4986,-0.66,
4992,0.34,
5000,1.34,
5007,0.34,
5008,0.34,
5014,0.34,
